University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;DATA ORGANIZATION, ARTIFICIAL INTELLIGENCE;SCOB000;null;"DATA ORGANIZATION • Files and Data Structures; • Introduction to Database concepts • Advanced algorithm development and problem solving • Concepts of software development • Intermediate Object Oriented Programming using C++ compiler ARTIFICIAL INTELLIGENCE • Fundamentals of Artificial Neural Networks (ANN)
• Expert Systems, Introduction to Theory of computations
• Introduction to Web development
PROCEDURAL AND OBJECT ORIENTED PROGRAMMING
• Built- in Functions vs User-defined Functions
• Math Library and Text Manipulation Functions
• C++ Standard Library Header Files, Basic arrays and pointers
• Introduction to Object Oriented Programming - Classes
After successful completion of the module, the student should be able to:
• Apply different search strategies in computer processing
• Explain how the Turing test works
• Interpret how Artificial Neural Networks are applied in general
• Analyse Robotics and Expert Systems
• Understand fundamental concepts of web design
• Design and write structured, medium size, and robust programs using C++
• Conduct basic program analysis and construct programs modularly from functions
• Implement modularity using functions, pointers and classes
• Apply various basic problem-solving and sorting techniques
• Create functions with multiple parameters calling by value and by reference"
null;null;null;null;COMPUTING CONCEPTS AND ALGORITHMS;SCSC011;null;Fundamental concepts of computing, data storage and binary number system, concepts of operating systems and networks, fundamental algorithmic concepts, problem solving, programming concepts, basic logic gates and functions, karnaugh maps.
null;null;null;null;DATA ORGANIZATION AND ARTIFICIAL INTELLIGENCE;SCSC012;null;"DATA ORGANIZATION • Files and Data Structures; • Introduction to Database concepts • Advanced algorithm development • Intermediate Object Oriented Programming using C++ compiler ARTIFICIAL INTELLIGENCE • Fundamentals of Artificial Neural Networks (ANN) • Expert Systems • Introduction to Theory of computations • Introduction to Web development"
null;null;null;null;DATA STRUCTURES;SCOA021;null;• Modularization, data encapsulation, information hiding, data abstraction, and functional decomposition. • Struct, Arrays, Queue, Stack, List, Linked list, Binary Search Tree and Files creation. • Compiler theory
null;null;null;null;COMPUTER ARCHITECTURE;SCOA022;null;"• Basic Concepts: IA – 32 Processor Architecture • Assembly language fundamentals • Data transfers, Addressing and Integer Arithmetic • Procedures, Advance procedures and conditional processing • Structures and Macros • 32 – Bit Windows Programming • High Level language Interface • 16 – Bit MS-DOS Programming
• Disk Fundamentals
• BIOS – Level and Expert MS-DOS programming"
null;null;null;null;INTRODUCTION TO DATABASE SYSTEMS;SCOA031;null;"Database Systems; Data Models; Relational Database Model; Relational Algebra; EntityRelationship Modelling; Advanced Data Modelling; Normalization of Database Tables; SQL; Database Design and Implementation."
null;null;null;null;OPERATING SYSTEMS;SCOB031;null;Overview of Operating and Computer Systems, Process Concept, Concurrent Processing, Processor Scheduling, Input/output and Files, Embedded Systems, Computer Security Issues, Distributed Systems, Cloud Computing
null;null;null;null;ARTIFICIAL INTELLIGENCE;SCOA032;null;Predicate Calculus Representation, State Space Search Strategies, Heuristic Search, Stochastic Methods, Knowledge Representation, Expert Systems, Probabilistic Reasoning, Machine Learning, Natural Language Understanding and Processing..
null;null;null;null;COMPUTER NETWORKS;SCOB032;null;"Networking Basics; Physical Layer Technologies; Local Area Networks; TCP/IP InternetWorking; Wide Area Networks."
null;null;Mathematics and Applied Mathematics;1;Mechanics;SAPM011;12;"Vectors and Scalar quantities; Newton’s laws of motion, Falling bodies and Projectiles; Harmonic Oscillators, Central force and Planetary motion; System of Particles, Plane motion of Rigid bodies, Space motion of rigid bodies. Simple interest, simple discount, compound interest, annuities and amortisation."
null;null;null;null;Foundation Basic Numeracy A;CFNA001;12;Numerical Calculations. Number systems, basic calculations, rounding and significant figures, calculations that needs various kinds of numbers, fractions, decimal numbers, powers large and small numbers, scientific notation, orders of magnitude. Ways of comparing numbers, Rations, conversions, percentages, percentages of percentages, mathematical functions, introduction to functions, linear functions, quadratic functions, exponential functions.
null;null;null;null;Mathematics for Pharmacy;MOPM011;12;"Limits; Derivatives; integration; Application of integration; Application of differentiation; Solution of single non-linear and non-quadratic equations by Newton iteration; Solutions of simultaneous equations by matrices; Elementary Probability Theory."
null;null;null;null;Intermediate Calculus;SMAT011;15;"Changing the Subject of the formula; Simplifications and equations; Exponents; Decimal fractions: Metric systems; derivatives; Tangent lines and gradients to curves; maximum and minimum value problems; integration of simple algebraic functions; techniques of integration; Area between curves; Volume of solid revolution; Simpson’s rule"
null;null;null;null;Foundation Basic Numeracy I;SFNB001;12;Properties of logs, natural logs, common logs, logs as a function. Limits: Limit of a function, formal definition, and properties of limits, one-sided limits, infinite limits, methods and application. Differentiations: Notations, finding derivatives, derivatives of power, derivatives as a function, implicit differentiation, and differentiation of logs and exponential. Integral: Terminology and notations, properties of integration, inequalities for integral, multiple integral and methods and application.
null;null;null;null;Mathematics for Health Sciences;SMAH011;12;"Limits; Derivatives; integration; Application of integration; Application of differentiation; Solution of single non-linear and Solutions of simultaneous equations by matrices; Elementary Probability Theory."
null;null;null;null;Elementary Calculus;SSMA011;12;Functions, Limits, Continuity, Derivatives, Integration. Application of differentiation and integration e.g. gradient of a curve, equation of tangent and normal to a curve, curves simple differential equations and arc length
null;null;null;null;Differential and Integral Calculus;SMTH011;12;Limits, Continuity, Derivatives and Integration
null;null;null;null;Elementary Mathematics;SSTA011;12;Sets and sets operation, Elementary logic, Elementary number theory, Equations and inequalities with applications, Functions and graphs with applications, Differential and integration with applications, Matrices and their applications, Financial Mathematics
null;null;null;null;Computational Mathematics and Mathematical Modelling;SAPM012;12;"Computational Mathematics: Introduction to Maple software; Algebraic computation and computer programming and errors; Numerical solution of linear systems; Roots of non-linear equations; Curve fitting. Mathematical Modelling: Ideal of modelling; Some straight forward examples; Translating models into mathematics; modelling linear systems; Study of typical behaviours, i.e. exponential, sinusoidal, etc.; Discrete models; First order difference equations; Cobweb diagrams; First order differential equations models"
null;null;null;null;Elementary Set Theory, Linear and Abstract Algebra;SMTH012;12;Elementary Set Theory, Relations and Inequalities, Mathematical Induction, Complex Numbers, Symbolic Logic, Binomial Theorem, Boolean Algebra, Matrix Algebra and Systems of Linear Equation
null;null;null;null;Linear Algebra and Statistics;SSMA012;12;Algebraic expression, Partial Fractions, Binomial Theorem. Linear Algebra: Solving systems of linear equations by elimination, substitution and using matrices. Complex Analysis, Sequences and Series: Arithmetic progressions and Geometric Series. Set Theory, Inequalities and Absolute Values, Linear Programming, Elementary Probability Theory and Elementary Statistics
null;null;null;null;Foundation Basic Numeracy II;SFNB002;12;Elementary set theory, elementary combinatorics, elementary probability, dependent and independent events, expectation and variation, the normal distribution, system of linear equations, matrices and introduction to linear programming.
null;null;null;null;: Foundation Basic Numeracy B;CFNA002;12;"Sequence and series: Arithmetic sequence and series; Geometric sequence and series; How quantities change: Simple and compound interest, Effective interest rates, Inflation. Statistics and Probability: Measure of central tendency (mean, median, mode), Measure of spread (range, variance and standard deviation) Permutations and Combinations, Probability distributions; Binomial distribution; Poisson distribution, Linear regression."
null;null;null;null;Pre- Calculus and Differential Calculus;SMTH000;24;Limits, Continuity, Derivatives and Integration
null;null;null;null;Introductory Algebra and Integral Calculus;SMTB000;24;Elementary Set Theory, Relations and Inequalities, Mathematical Induction, Complex Numbers, Symbolic Logic, Binomial Theorem, Boolean Algebra, Matrix Algebra and Systems of Linear Equation
null;null;null;2;Ordinary Differential Equations and partial Differential Equations;SAPA021;20;"General introduction to differential equations; Classification of ODE’s: first, second and higher order linear ODE’s; Methods of solutions; Power series method; Laplace transforms and applications; Classification of Partial differential equations into elliptic, hyperbolic and parabolic equations and their methods of solutions and application in science and engineering."
null;null;null;null;Advanced Calculus;SMTA021;20;"Improper Integrals and L’Hôpital’s Rules; Definitions and Properties of Infinite Sequences; Infinite Series; Tests for Convergence and Divergence for Series with Positive terms; Alternating Series; Absolute Convergence; Power Series; Convergence of Power Series; Taylor and Maclaurin series; Differential Calculus of Functions of several variables; Distance between two points in Rn; Partial Derivatives; Limits and Continuity; Multiple Integrals; Definition of Double Integral; Evaluation of Double Integral as an Iterated Integral; Fubini’s Theorem; Change of Variables; Jacobian of the transformation; Double
Integrals in Polar Form; Triple Integrals; Line Integrals; The Fundamental Theorem for Line
Integrals; Green’s Theorem; Stokes’s Theorem; Hyperbolic Functions; Definitions and
Identities; Derivatives and Integrals; Inverse Hyperbolic Functions; Ordinary Differential
Equations; First Order Differential Equations; Linear (higher order) homogeneous and
non-homogeneous differential equations with constant coefficients; Use of the variation
of parameters."
null;null;null;null;Numerical Analysis;SAPA022;20;"Numbers and errors; Root finding for single non-linear equations; Interpolation and approximation; Limitation of polynomial interpolation; Numerical integration and differentiation; Numerical solution of systems of linear equations; Numerical solution of initial value problems and boundary value problems.; Eigenvalue problems, the largest eigenvalue in magnitude by power method; Eigenvalues and eigenvectors of symmetric matrices; The LR- and QR-algorithms; Errors in computed eigenvalues and eigenvectors, etc"
null;null;null;null;Linear Algebra;SMTA022;20;"General Vector Spaces; Examples of Concrete vector spaces; Vector Space Properties; Linear independence, Spanning sets and Bases; Sub Spaces; Inner Product Spaces and Orthogonal Bases; Linear transformations: Matrix representations; Properties of linear transformations; Change of basis; Linear problems; The Eigenvalue Problem; The Characteristic Polynomial and Eigenvalues; The Hamilton-Cayley Theorem; Eigenvectors and Eigenspaces; Similarity Transformations and Diagonalization; Symmetric Matrices, Bilinear and Quadratic Forms; Linear Functionals; Dual Spaces; Bases for dual spaces; Annihilators.."
null;null;null;3;Fluid Mechanics;SAPA031;32;"Part 1: Fluid motion description; Streaklines; Eulerian and Lagrangian descriptions; Hydrodynamic and Euler’s equations; Bernoulli’s equations and their application; Stream function; some elementary flows; Potential flows; Vortex dynamics; Kelvin theorem, etc Part 2: Constitutive equations; Continuity equations; Navier-Stokes equations; Vorticity Transport equations; Energy equation, etc; Coutte flow; Poiseuille flow; Flow between two rotating cylinders etc; Boundary layer equations; Von-Karman equations, etc"
null;null;null;null;Mathematical Analysis I;SMTA031;32;"Series and sequences of functions; The Riemann-Stieljes integrals; Metric Spaces (introduction and examples); Normed and Inner Product Spaces; Complete Spaces"
null;null;null;null;Abstract Algebra;SMTB031;16;"Groups; Definition and properties of Groups; Subgroups; Cyclic and permutation groups; Cosets and Lagrange’s Theorem; External and Internal Direct Products; Isomorphisms and homomorphisms; Normal subgroups and Factor groups; Rings and Fields; Definitions and examples; integral Domains; ideals and Factor rings; Ring Homomorphisms; Definition, properties and examples; Factorization of polynomial over a field; Unique Factorization and Euclidean Domains; Extension Fields; Algebraic and Transcendental elements; Geometric Constructions."
null;null;null;null;Mathematical Theory of Electromagnetism and Special Relativity;SAPA032;32;"Mathematical Theory of Electromagnetism: Newton’s laws of motion; Lorentz transformation; Minkowski space-time , Length contraction, Time dilatation; Spacelike and timelike intervals; Light cones, Velocity, acceleration and momentum and energy. Special Relativity: Classical electrodynamics; Maxwell’s equations; Continuity equations, Gauge invariance of electromagnetic field; Variations principles in field theory; EulerLagrange’s equations; Maxwell’s equation in 4-dimensional Minkowski space; Equations of motion; Lagrangian for a charged field and Equations of motion derived from variational methods."
null;null;null;null;Complex Analysis II;SMTA032;16;"Complex numbers; Some topology of the set of complex numbers; Analytic and harmonic functions; Complex power series and elementary complex functions; Complex integrals; Curves and contours; Fundamental Theorem of Calculus; Estimation Theorem; Theory of holomorphic functions; Cauchy’s Integral Formula; Liouville’s and Morera’s Theorem; Cauchy’s Integral Formula for Derivatives; Representation of holomorphic functions by power series; Maximum Principle; Laurent’s series; Residue Theory; Classification of singularities; Cauchy’s Residue Theorem; Summation of series; Conformal mappings."
null;null;null;null;Mathematical Analysis II;SMTB032;16;"Continuity and homeomorphisms in metric spaces; Compactness in metric spaces; Connectedness in metric spaces; Differentiation in normed spaces"
null;null;Statistics and Operations Research;1;Descriptive Statistics (ECP);SSTS000;24;"• Definitions and concepts. • Sources and types of data. • Organizing and summarizing data; Descriptive statistics. • Elementary probability theory. • Counting techniques: Permutations and combinations. • Random variables and probability distributions: Bernoulli, Binomial, Poisson and Normal distributions"
null;null;null;null;Introduction to Statistical Inference (ECP);SSTB000;24;"• Sampling distributions: t, F and Chi-square distributions. • Central Limit Theorem. • Estimation: point and interval; Confidence Interval for the mean, proportion and variance. • Test of hypotheses: Tests for the mean, proportion and variance. • Inferences about differences in two means and two proportions; One-way ANOVA. • Chi-square tests. Simple linear regression and correlation. • Time series analysis. Index numbersInformation literacy"
null;null;null;null;Introduction to Statistics;SSTS011;12;"• Definitions and concepts. • Sources and types of data. • Organizing and summarizing data; Descriptive statistics. • Elementary probability theory. • Counting techniques: Permutations and combinations. • Random variables and probability distributions: Bernoulli, Binomial, Poisson and Normal distributions"
null;null;null;null;Introduction to Statistical Inference;SSTA012;12;"• Sampling distributions: t, F and Chi-square distributions. • Central Limit Theorem. • Estimation: point and interval; Confidence Interval for the mean, proportion and variance. • Test of hypotheses: Tests for the mean, proportion and variance. • Inferences about differences in two means and two proportions; One-way ANOVA. • Chi-square tests. Simple linear regression and correlation. • Time series analysis. Index numbers."
null;null;null;2;Theory of Distributions;SSTA021;20;• Basic probability concepts. • Theory of discrete and continuous probability distributions. • Expected values and MGF. • Special discrete and continuous probability distributions: Bernoulli, Binomial, Hypergeometric, Geometric, Poisson and Negative Binomial, Uniform, Gamma, Exponential, Weibull, Pareto and Normal distributions. • Theory of multivariate discrete and continuous distributions, marginal and conditional distributions. • Covariance and correlation. • Theory of conditional expectation and conditional variance. Distributions of random functions: distribution function, transformation and MGF techniques
null;null;null;null;Statistical Inference;SSTA022;20;• Convergence and limiting distribution, Law of large numbers and Central limit theorem with applications. • Sampling distributions • Estimations: Point and Interval estimation • Methods of finding point estimators. • Criteria for evaluating estimators. Confidence intervals: pivotal quantity method. • Theory of hypothesis testing: MP and UMP tests, Generalized likelihood ratio tests. • Application to normal populations.
null;null;null;null;Introduction to Linear Programming;SSOA021;20;"• Linear Programming Models: Graphical approach; the Simplex Method; the Big-Mmethod; the two-phase method. • Concept of duality and duality theorem. • Transportation model. • Assignment problems. • Network problems"
null;null;null;null;Game and Decision Theory;SSOA022;20;"• Game Theory: Rectangular games; Graphical solution procedure; Algebraic technique; Solution by LP method. • Decision Theory: Decision rules; Decision making without probabilities; Decision making with Probabilities; Decision Analysis with additional information; Utility; Decision Trees"
null;null;null;3;Time Series Analysis;SSTA031;16;• The classical approach to time series analysis: Decomposition of time series. • Smoothing methods. • Forecasting. • Properties of stochastic time series models • Stationary series. • Autocorrelation and partial autocorrelation functions. • Purely random, moving average and autoregressive processes. • The Box-Jenkins approach: ARMA and ARIMA models. • Case studies
null;null;null;null;Applied Linear Regression;SSTB031;16;• Simple Linear Regression. • Review of Matrix Algebra. • Multiple Linear Regression. • Model Adequacy Checking. • Variable Selection and Model Building.
null;null;null;null;Design and Analysis of Experiments;SSTA032;16;"• Definitions of basic terminologies; Design of experiments. • Design and analysis of: Completely randomized, Randomized block, Latin square and Factorial designs. • Multiple comparisons of treatment means. • Analysis of covariance."
null;null;null;null;Multivariate Statistical Methods;SSTB032;16;"• Review of matrix theory. • Multivariate distributions: Multivariate normal distribution and its properties; Inference about multivariate means; Hotelling’s T2. • Multivariate analysis of variance and regression. • Introduction to data reduction."
null;null;null;null;Multivariate Statistical Methods;SSTC032;16;• Elements of Sampling, • Questionnaire Design, • Simple Random Sampling, • Stratified Random Sampling, • Ratio Estimation, • Difference and Regression Estimators, • Systematic Sampling.
null;null;null;null;Statistical Quality Contro;SSOA031;16;"• Quality improvement in the modern era; • Statistical methods useful in quality control; • Inferences about process quality; • Basic methods of statistical process control; • control charts for variables and attributes; • univariate and multivariate process monitoring and control."
null;null;null;null;Advanced Linear Programming;SSOB031;16;"• Review of Linear Programming Model; • Algebra of the Simplex Method; • Geometry of the Simplex Method; • The two-phase method; • Duality and sensitivity analysis; • The Revised Simplex method; • Case studies"
null;null;null;null;Integer Programming;SSOA032;16;"• Pure and Mixed Integer Programming models; • Problem formulation; • Graphical Solutions / Lattice Points; • Cutting Plane Algorithms; • Branch-and-Bound Algorithms; • Case Studies"
null;null;null;null;Dynamic Programming;SSOB032;16;"• The Stagecoach problem; • Characteristics of a Dynamic Programming Problem; • Deterministic and Probabilistic Dynamic Programming Problems; • Case studies."
null;null;null;null;Queuing Models C;SSOC032;16;"• Basic Structure of Queuing Models; • Examples of Real Queuing Systems; • The Role of Exponential Distribution; • The Birth and Death Process; • The M/M/S Model and its Variations; • Queuing Models Involving Non-Exponential Distributions"
null;null;Biochemistry, Microbiology and Biotechnology;2;Essential Biomolecules, Signal Transduction;SBIA021;20;"pH, water and buffers; Ionization of water; weak acids and weak bases and their titration curves; Structure and function of amino acids and their side chains in relation to their surroundings; Proteins and their primary, secondary, tertiary and quaternary structures, which includes all the stabilizing forces involved, kinetics and vitamins ;Introduction of fundamental biochemical concepts of nucleic acids, lipids and carbohydrates; Chemistry of nucleic acids and their phosphorylated derivatives and their importance; Structure and functions of fatty acids, terpenoids, triacylglycerols, phospholipids and nature of biological membranes; Structure and functions of simple sugars and their properties; Signal transduction (mechanism and pathways to include nature of hormone action, signal transduction receptors, G-proteins, second messenger systems, steroid and intracellular receptors)."
null;null;null;null;Fundamental Microbiology;SMIA021;20;"History and development of microbiology; Discuss key concepts in microbiology; Laboratory types and legal requirements; Distinctive characteristics of the major groups of microorganisms including viruses; Prokaryotic and eukaryotic cell structures; Nutritional requirements and microbiological media; Cultivation and growth of microorganisms; Physical and chemical control of microorganisms; Components and functions of the different parts of a typical bacterial cell (cell wall, cell membrane, flagella, endospores, etc.); Bacterial toxins; Methods of identification; Classification of major groups of bacteria."
null;null;null;null;Bioenergetics and Intermediary Metabolisms;SBIA022;20;"Standard free energy change; Coupling of production and use of energy; Calculations of free energies; Overview of the glycolytic pathway; Anaerobic reactions of pyruvate; Control of glycogen metabolism; Control mechanisms of carbohydrate metabolism; Oxidative and non-oxidative pathways; Control of pentose phosphate pathway; The role of the citric acid cycle in metabolism; Energetics and control of the citric acid cycle; The glyoxylate pathway; Catabolism of lipids; The energy yield from oxidation of fatty acids; Formation of ketone bodies; The anabolism of fatty acids; The anabolism of acylglycerols and compound lipids; The anabolism of cholesterol; The role of electron transport in metabolism; Electron transport from NADH to oxygen; The coupling of oxidation to phosphorylation; Respiratory inhibitors and uncouplers; Shuttle mechanisms between mitochondria and cytosol; The ATP yield from complete oxidation of glucose; Energy considerations in glycolysis; An overview of the Nitrogen Cycle; Regulation of Nitrogen Metabolism; Catabolism of Amino Acids; Biosynthesis of amino acids; Inborn Errors of Metabolism Involving Amino Acids and their Derivatives; Anabolism of Purine Nucleotides; Catabolism and Salvage Pathways for Purine Nucleotides; Metabolic Defects Associated with Purine Nucleotide Metabolism; Metabolic Defects Associated with Pyrimidine Nucleotide Metabolism; The Reduction of Ribonucleotides to Deoxyribonucleotides; Thymine Biosynthesis"
null;null;null;null;Environmental and Fungal Microbiology;SMIB022;20;"Pseudo fungi, Chromistan fungi and Eumycotan fungi; Eumycotan fungi – Zygomycota and Dikaryomycota; Dikaryomycota – subphylum Ascomycotina; Dikaryomycota – subphylum Basidiomycotina; Fungal plant pathology in agriculture and forestry; Mycorrhizae; Lichens; Food spoilage by fungi and its prevention; Mycotoxins in food and feed; Poisonous and hallucinogenic mushrooms; Medical mycology; Interactions between microbial populations and factors effecting populations; Biogeochemical cycles (carbon, nitrogen, sulfur, phosphorus, iron and oxygen); Soil microbiology; Aquatic microbiology; Atmospheric microbiology; The role of microorganisms in water and sewage treatment; Water quality testing techniques"
null;null;null;null;Introduction to Biotechnology;SBTA022;20;"Overview of biotechnology; Growth and metabolism of microbes; Overview of recombinant DNA technology; Molecular genetics; Genomics and proteomics; Enzymes and bio-catalysis; Bio-fuels; Waste water treatment and utilization; Traditional fermentation; Application of animal and plant cell culture and products in agriculture; Industry and medicine; Introduction to product recovery; Public perception, social and ethical problems of biotechnology."
null;null;null;3;Proteins, Enzymes and Biochemical Techniques;SBIA031;32;"Protein Primary structure; Protein secondary and tertiary structure; Overview of use of bioinformatics in protein structure and function; Quaternary Structure and Structure/Function Relationships; Enzymology, assays and kinetics; Enzyme Inhibition; Basic laboratory principles, safety and statistics; Basic laboratory techniques: fractionation; centrifugation; dialysis and ultrafiltration; photometry; Radioisotopes; Protein purification and characterisation techniques; Overview of modern protein structure determination techniques"
null;null;null;null;Industrial Biotechnology;SBTB031;32;"Definition, scope and development of biotechnology; Biocatalysis and biotransformation; Industrial enzymology and immobilisation of enzymes and applications; Bioreactor design and product yield; Introduction to process control; Processes and products dependent on microorganisms and cultured cells; Potential applications of biotechnology in mining, bioremediation, effluent treatment and biosensors; Downstream processing; Microbial growth processes; Major products of industrial microbiology; Recombinant DNA techniques; Production and use of GMOs; Molecular virology; Diagnostic techniques; Vaccines and vaccine development; Antibiotics; Incidence and types of microorganisms in different foods; Food spoilage and food preservation"
null;null;null;null;"Gene Structure;
Function, Molecular Biology";SMIB032;32;"DNA Metabolism; Gene Expression and Regulation; Biochemistry of Viruses – Structure & function; Regulation of Eukaryotic Cell Cycle Controls; Genetic Basis of Cancer – An Introduction; Basic Molecular Biology Techniques; Recombinant DNA Technology; PCR and Applications; Sequencing Techniques."
null;null;null;null;Immunobiology and Immunotechnology;SBTA032;32;"Introduction to immunity and components of the immune system including blood and blood cells; Innate immunity; Structure of immunoglobulins; Mechanism of action of B and T-cells; Advanced aspects of the adaptive immune response; Antibodies as tools in Biomedicine; Recombinant DNA Technology approaches to overcoming limitations of monoclonal antibodies; Vaccines and vaccine development; Immunity and disease"
null;null;Pre-Graduate, physiology and Environmental Health;null;Physiology I;PLGY 201;20;Introduction: Cell physiology and homeostasis. Nerve & Muscle: Types, contraction of skeletal and smooth muscle. Central nervous system: Spinal cord, motor functions, cortex, limbic and hypothalamus, brain activity, autonomic nervous system, cerebral blood. Senses: Fundamentals and principles, olfaction, gustation, vision, equilbrium and hearing. Transport systems: Red blood cells and their genesis, white blood cells, the heart as a pump, cardiac cycle, cardiac output, blood vessels, blood flow and arterial pressure, lymphatics, pathophysiology.
null;null;null;null;Physiology II;PLGY 202;20;Respiration: Functional characteristics, volumes and capacities, gas exchange, transport of gasses, regulation, pathophysiology. Filtration: Formation of urine, regulation of body fluids, acid-base balance and micturition, clinical abnormalities and renal disease. Digestive system: Structure and function, alimentary canal, accessory organs, movements, digestive juices, absorbtion. Nutrition: Digestion and metabolism, fat and water soluble vitamins, minerals. Exercise: Performance, energy, training and recovery, body systems, in exercise, drugs. Endocrine system: Hormones, hypothalamus, pituitary, thyroid, parathyoid, pineal and adrenal glands, pancreas, endocrine kidney. Male reproductive system: Testes, duct system, accessory glands, external genitalia, semen. Female reproductive system: anatomy, menstrual, uterine, vaginal and ovarian cycle. Sexual health: STD's and HIV, methods of contraception, pregnancy, sexual dysfunction.
null;null;null;null;Physiology for the Health Sciences I;PLGY 208;20;Cell physiology and homeostasis. Nerve & Muscle: Types, contraction of skeletal and smooth muscle. Central nervous system: Spinal cord, motor functions, cortex, limbic and hypothalamus, autonomic nervous system. Senses: Fundamentals and principles, olfaction, gustation, vision, equilbrium and hearing. Blood & cardiovascular system: Red & white blood cells and their genesis, the heart as a pump, cardiac cycle, cardiac output, blood vessels, blood flow and arterial pressure, lymphatics.
null;null;null;null;Physiology for the Health Sciences II;PLGY 209;20;Blood & immunology: Red & white blood cells and their genesis, basic defensive properties. Respiration: Functional characteristics, volumes and capacities, gas exchange, transport of gasses, regulation. Filtration: Formation of urine, regulation of body fluids, acid-base balance and micturition. Digestive system: Structure and function, alimentary canal, accessory organs, movements, digestive juices, absorbtion. Nutrition: Digestion and metabolism, fat and water soluble vitamins, minerals. Exercise: Performance, energy, training and recovery, body systems, in exercise, drugs. Endocrine system: Hormones & glands. Male reproductive system: Testes, duct system, accessory glands, external genitalia, semen. Female reproductive system: anatomy, menstrual, uterine, vaginal and ovarian cycle.
null;null;null;null;"	
Environmental influences on the human body";PLGY 301;30;Introduction to occupational health and hygiene. Anthropometry. Ergonomics. Mortality patterns, hypertension, smoking, drugs and alcohol, dyslipidemia, obesity, diabetes mellitus, lifestyle induced cancers, stroke, exercise, diet.
null;null;null;null;Principles of occupational and environmental toxicology;PLGY 302;30;Principles of occupational and basic toxicology, introduction to occupational toxicology, Deposition, Toxicity testing and risk assessments. Principles of and introduction to environmental toxicology. Radiation pollution. Water pollution. Air pollution.
null;null;Biodiversity;1;Introduction to Biological Sciences;SBIO011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of biological molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulating chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of photosynthesis and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biology
null;null;null;null;Animal Biology;SZOO012;12;An introduction to Zoology at organism level, with a review of phylogenetic relationships, structure and function of selected invertebrate and vertebrate fauna. A comparative study of anatomy and physiology of selected vertebrate systems. Lectures and practicals are used to illustrate the multiplicity and diversity of animals in their environment.
null;null;null;null;Plant Biology;SBOT012;12;"The diversity of plants in form, growth, habit, reproduction, ecology, metabolism, and genetic composition. The emphasis is on how the structure and anatomy of plants enable them to: carry out certain functions, adapt to certain ecological habitats, carry out different physiological processes; and modes of reproduction."
null;null;null;2;Biodiversity of Invertebrates;SZOA021;20;"Systematic review and adaptive biodiversity of the invertebrates and non-vertebrate chordates: Animal-like Protists, Porifera, Cnidaria, Ctenopohora, Platyhelminthes, Nemertea, Nematoda and other minor pseudocoelomates. Coelomate phyla; Mollusca, Annelida, Arthropoda, Echinodermata as well as the minor coelomate phyla: Sipuncula, Echiura, Priapulida and Pogonophora. Non-vertebrate chordates; Urochordata, Cephalochordata and Hemichordata. The economic importance and effect on humans of parasitic forms will be highlighted. Poisonous or venomous animals in each group will be studied in terms of: the poisonous or venomous structures, type of toxin, effect on humans and possible treatment of toxin."
null;null;null;null;"Plant Taxonomy &
South African Flora";SBOA021;20;Concepts of plant taxonomy, sources of taxonomic information, taxonomy in practice, origin of the Angiosperms, the Monocotelydons, the Gymnospermae. Plant diversity in southern Africa (vegetation types and characteristics of each), plant diversity in South Africa (origin and affinity, biomes, veld types, rare and threatened species, plant endemism), plant diversity in Limpopo province (biomes, vegetation types, endemism), plant conservation (international conventions, local environmental laws, conservation status of SA vegetation types.
null;null;null;null;Biodiversity of Vertebrates;SZOA022;20;The module comprehensively illustrates the diversity of animal life at vertebrate level (Pisces, Amphibia, Reptilia, Aves and Mammalia). Relationships among groups, basic body plans and adaptations to make the most of and be successful in their respective environments are examined. The module is based on review, morpho-functional and adaptation studies of vertebrates. Additionally, specific examples of poisonous and venomous animals in each group will be highlighted as well as their poisonous or venomous structures, effects and possible treatment.
null;null;null;null;Plant Physiology -1 Plant Metabolism &Stress;SBOA022;20;"Water and mineral nutrition in plants (solute transport, hydroponics culture and its application). Plant metabolism: photosynthesis (light reactions, carbon metabolism, and translocation in the phloem); respiration and lipid metabolism; assimilation of mineral nutrients; secondary metabolites and plant defense against herbivores and pathogens. Plant stress physiology and biotechnology, responses to various abiotic and biotic stresses."
null;null;null;3;Ecology;SZOA031;32;"1) Basic ecology, in which the fundamental ecological concepts are illustrated with a balanced overview of the applications of these concepts in populations, communities and ecosystems.  Animal associations are discussed as the relationships among members of populations and communities within an ecosystem.
(2) Freshwater ecology: freshwater ecosystems with the emphasis on interactions among animal and plant species, structure, biotic and abiotic components and water quality standards. The role of fish in the ecosystem is studied from the point of view of resource partitioning, physiological adaptations, fish health and the ecosystem and pollution.
(3) Wildlife Management:  introduction to ecological principles of wildlife conservation and the rationale for conservation management.  It deals with the practical applications of ecological principles in the design of management plans for conservation purposes and commercial wildlife farming."
